,Row.names,Protein.Ids,Protein.Names,Genes,Protein.Description,logFC,AveExpr,t,P.Value,adj.P.Val,B,Type,Label
3176,Q9H1Z4,Q9H1Z4,WDR13_HUMAN,WDR13,WD repeat-containing protein 13,0.061850125,19.94421964,0.938069998,0.371593434,0.906785063,-5.791815603,No Change,
3177,Q9H204,Q9H204,MED28_HUMAN,MED28,Mediator of RNA polymerase II transcription subunit 28,-0.005484782,20.43097424,-0.102971974,0.920140197,0.997839254,-6.233274831,No Change,
3178,Q9H299,Q9H299,SH3L3_HUMAN,SH3BGRL3,SH3 domain-binding glutamic acid-rich-like protein 3,0.022944985,25.09365643,0.521171546,0.614255077,0.970505602,-6.096442714,No Change,
3179,Q9H2C0,Q9H2C0,GAN_HUMAN,GAN,Gigaxonin,-0.012101391,21.43437025,-0.429452656,0.677232095,0.986814215,-6.141721079,No Change,
3180,Q9H2G2,Q9H2G2,SLK_HUMAN,SLK,STE20-like serine/threonine-protein kinase,-0.057807659,22.35486807,-0.919690264,0.380640697,0.909034652,-5.808412711,No Change,
3181,Q9H2J4,Q9H2J4,PDCL3_HUMAN,PDCL3,Phosducin-like protein 3,-0.00481048,23.33423083,-0.13057631,0.898851605,0.997839254,-6.229848145,No Change,
3182,Q9H2K8,Q9H2K8,TAOK3_HUMAN,TAOK3,Serine/threonine-protein kinase TAO3,-0.012111944,20.77890136,-0.13513115,0.895346549,0.997839254,-6.229205139,No Change,
3183,Q9H2P9,Q9H2P9,DPH5_HUMAN,DPH5,Diphthine methyl ester synthase,0.037441504,23.13881772,0.320578059,0.75551503,0.992310181,-6.184515123,No Change,
3184,Q9H2U1,Q9H2U1,DHX36_HUMAN,DHX36,ATP-dependent DNA/RNA helicase DHX36,0.012520528,19.40649657,0.137969504,0.893163568,0.997839254,-6.228793345,No Change,
3185,Q9H2U2,Q9H2U2,IPYR2_HUMAN,PPA2,"Inorganic pyrophosphatase 2, mitochondrial",0.024599278,26.52942035,1.009571979,0.337882503,0.88630494,-5.724711606,No Change,
3186,Q9H2W6,Q9H2W6,RM46_HUMAN,MRPL46,Large ribosomal subunit protein mL46,-0.080329924,21.26819449,-2.37773266,0.040162031,0.6382195,-3.904613561,No Change,
3187,Q9H3C7,Q9H3C7,GGNB2_HUMAN,GGNBP2,Gametogenetin-binding protein 2,-0.118434078,18.45522504,-1.418140798,0.188313325,0.795932658,-5.272132261,No Change,
3188,Q9H3F6,Q9H3F6,BACD3_HUMAN,KCTD10,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,-0.058373415,20.99418629,-0.865447702,0.408253868,0.916951648,-5.855793314,No Change,
3189,Q9H3G5,Q9H3G5,CPVL_HUMAN,CPVL,Probable serine carboxypeptidase CPVL,-0.020603555,24.40302388,-0.60866821,0.557109057,0.955287478,-6.045613564,No Change,
3190,Q9H3H3,Q9H3H3,CK068_HUMAN,C11orf68,UPF0696 protein C11orf68,0.026558263,22.74939356,0.908921675,0.386014171,0.909034652,-5.818010389,No Change,
3191,Q9H3K6,Q9H3K6,BOLA2_HUMAN,BOLA2,BolA-like protein 2,-0.009056453,24.43401896,-0.06568345,0.949000279,0.997839254,-6.236619858,No Change,
3192,Q9H3P2,Q9H3P2,NELFA_HUMAN,NELFA,Negative elongation factor A,-0.042740975,21.2331417,-1.124115133,0.288742326,0.855461307,-5.609164554,No Change,
3193,Q9H3P7,Q9H3P7,GCP60_HUMAN,ACBD3,Golgi resident protein GCP60,0.017978308,21.65107077,0.581084675,0.574796606,0.959864356,-6.062428068,No Change,
3194,Q9H3Q1,Q9H3Q1,BORG4_HUMAN,CDC42EP4,Cdc42 effector protein 4,-0.078674611,21.1782141,-1.744947698,0.11339442,0.705077068,-4.842128656,No Change,
3195,Q9H3R5,Q9H3R5,CENPH_HUMAN,CENPH,Centromere protein H,-0.08725911,20.07512873,-1.951430265,0.081284087,0.69396713,-4.547950877,No Change,
3196,Q9H3S4,Q9H3S4,TPK1_HUMAN,TPK1,Thiamin pyrophosphokinase 1,0.056122285,21.20898312,1.146163478,0.279956829,0.85016485,-5.58583853,No Change,
3197,Q9H3S7,Q9H3S7,PTN23_HUMAN,PTPN23,Tyrosine-protein phosphatase non-receptor type 23,-0.012547029,23.05693336,-0.280227361,0.785348962,0.996485993,-6.197292975,No Change,
3198,Q9H3Y8,Q9H3Y8,PPDPF_HUMAN,PPDPF,Pancreatic progenitor cell differentiation and proliferation factor,-0.106757595,17.20315678,-1.252781803,0.24043577,0.828510248,-5.468389637,No Change,
3199,Q9H444,Q96CF2;Q9H444,CHM4B_HUMAN,CHMP4B,Charged multivesicular body protein 4b,-0.021393639,24.24435853,-0.424944134,0.680402255,0.986814215,-6.143731293,No Change,
3200,Q9H446,Q9H446,RWDD1_HUMAN,RWDD1,RWD domain-containing protein 1,0.05475996,21.21052623,0.930972476,0.375068577,0.907711774,-5.79825687,No Change,
3201,Q9H467,Q9H467,CUED2_HUMAN,CUEDC2,CUE domain-containing protein 2,0.054027335,20.35611312,1.130361978,0.286231438,0.852274584,-5.602590232,No Change,
3202,Q9H477,Q9H477,RBSK_HUMAN,RBKS,Ribokinase,-0.025318747,19.44830798,-0.420830984,0.683300167,0.986814215,-6.145547434,No Change,
3203,Q9H479,Q9H479,FN3K_HUMAN,FN3K,Fructosamine-3-kinase,0.020390266,22.94169338,0.622668314,0.548251041,0.955287478,-6.036804424,No Change,
3204,Q9H488,Q9H488,OFUT1_HUMAN,POFUT1,GDP-fucose protein O-fucosyltransferase 1,-0.005173796,23.08871646,-0.133562175,0.896553647,0.997839254,-6.22942911,No Change,
3205,Q9H496,Q9H496,IFG15_HUMAN,TOR1AIP2,"Torsin-1A-interacting protein 2, isoform IFRG15",-0.097609249,19.28121655,-1.326215341,0.215966349,0.816855133,-5.383245161,No Change,
3206,Q9H497,Q9H497,TOR3A_HUMAN,TOR3A,Torsin-3A,0.085936892,17.52482059,0.963176325,0.359487799,0.900036834,-5.768709179,No Change,
3207,Q9H4A3,Q9H4A3,WNK1_HUMAN,WNK1,Serine/threonine-protein kinase WNK1,-0.056418812,21.68997328,-1.278891713,0.231485334,0.8274154,-5.438498811,No Change,
3208,Q9H4A4,Q9H4A4,AMPB_HUMAN,RNPEP,Aminopeptidase B,-0.033850749,24.81285049,-0.866075232,0.407926621,0.916822821,-5.855259037,No Change,
3209,Q9H4B0,Q9H4B0,OSGL1_HUMAN,OSGEPL1,"tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial",0.196774138,19.08823605,1.215879842,0.253567605,0.835102892,-5.509892145,No Change,
3210,Q9H4M9,Q9H4M9;Q9NZN3,EHD1_HUMAN,EHD1,EH domain-containing protein 1,-0.055175159,22.69868736,-1.281154505,0.230722778,0.826425028,-5.435888197,No Change,
3211,Q9H5H4,Q9H5H4,ZN768_HUMAN,ZNF768,Zinc finger protein 768,0.159818129,21.60275678,2.939477964,0.015702583,0.544897433,-3.022130608,No Change,
3212,Q9H5J0,Q9H5J0,ZBTB3_HUMAN,ZBTB3,Zinc finger and BTB domain-containing protein 3,0.025210161,18.7898151,0.249133053,0.808595505,0.997441158,-6.205987959,No Change,
3213,Q9H5N1,Q9H5N1,RABE2_HUMAN,RABEP2,Rab GTPase-binding effector protein 2,0.009165358,21.21573759,0.197799539,0.847396954,0.997839254,-6.218133425,No Change,
3214,Q9H5V9,Q9H5V9,STEEP_HUMAN,STEEP1,STING ER exit protein,-0.139340948,18.57895598,-2.11130734,0.062528763,0.668805649,-4.311306342,No Change,
3215,Q9H5X1,Q9H5X1,CIA2A_HUMAN,CIAO2A,Cytosolic iron-sulfur assembly component 2A,0.044465735,22.96746239,1.406466457,0.191648598,0.798535827,-5.286509902,No Change,
3216,Q9H633,Q9H633,RPP21_HUMAN,RPP21,Ribonuclease P protein subunit p21,0.015313053,20.34056583,0.330631818,0.748145076,0.991575893,-6.18107008,No Change,
3217,Q9H6D7,Q9H6D7,HAUS4_HUMAN,HAUS4,HAUS augmin-like complex subunit 4,0.020620999,20.9274695,0.34227411,0.739644091,0.991575893,-6.176951016,No Change,
3218,Q9H6F5,Q9H6F5,CCD86_HUMAN,CCDC86,Coiled-coil domain-containing protein 86,-0.074484351,23.36817451,-2.199708165,0.054019265,0.660320696,-4.177827849,No Change,
3219,Q9H6K1,Q9H6K1,ILRUN_HUMAN,ILRUN,Protein ILRUN,0.009516773,19.77652861,0.170521125,0.868200229,0.997839254,-6.223461867,No Change,
3220,Q9H6Q4,Q9H6Q4,CIAO3_HUMAN,CIAO3,Cytosolic iron-sulfur assembly component 3,-0.046439806,20.73873463,-0.721429349,0.488132093,0.942610067,-5.969504446,No Change,
3221,Q9H6R7,Q9H6R7,WDCP_HUMAN,WDCP,WD repeat and coiled-coil-containing protein,0.149682739,21.0155591,3.171750841,0.010686254,0.544897433,-2.655914034,No Change,
3222,Q9H6S3,Q9H6S3,ES8L2_HUMAN,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,-0.109038155,19.31102026,-2.770703062,0.020809318,0.564196306,-3.288754186,No Change,
3223,Q9H6T3,Q9H6T3,RPAP3_HUMAN,RPAP3,RNA polymerase II-associated protein 3,0.003738617,21.24533131,0.085103584,0.933957187,0.997839254,-6.235062027,No Change,
3224,Q9H6U6,Q9H6U6,BCAS3_HUMAN,BCAS3,BCAS3 microtubule associated cell migration factor,0.079563626,17.44379036,1.038140603,0.325070281,0.876029988,-5.696799668,No Change,
3225,Q9H6V9,Q9H6V9,LDAH_HUMAN,LDAH,Lipid droplet-associated hydrolase,0.028113071,19.16386946,0.617967215,0.551216419,0.955287478,-6.039782988,No Change,
3226,Q9H6Y2,Q9H6Y2,WDR55_HUMAN,WDR55,WD repeat-containing protein 55,-0.036797409,20.25244242,-0.846420901,0.418262469,0.921715369,-5.871836356,No Change,
3227,Q9H6Z4,Q9H6Z4,RANB3_HUMAN,RANBP3,Ran-binding protein 3,0.030581151,24.72092002,0.884026489,0.398642511,0.916822821,-5.839837002,No Change,
3228,Q9H773,Q9H773,DCTP1_HUMAN,DCTPP1,dCTP pyrophosphatase 1,-0.00293546,25.77489898,-0.056122449,0.956414542,0.997960092,-6.237239547,No Change,
3229,Q9H777,Q9H777,RNZ1_HUMAN,ELAC1,Zinc phosphodiesterase ELAC protein 1,0.064801245,19.20452968,0.719920643,0.489018519,0.942610067,-5.970599402,No Change,
3230,Q9H7C9,Q9H7C9,AAMDC_HUMAN,AAMDC,Mth938 domain-containing protein,-0.027568329,21.26919066,-0.615540587,0.552750687,0.955287478,-6.041312353,No Change,
3231,Q9H7D7,Q9H7D7,WDR26_HUMAN,WDR26,WD repeat-containing protein 26,-0.054562802,21.63407239,-1.60567573,0.141241344,0.723376328,-5.031440337,No Change,
3232,Q9H7E9,Q9H7E9,CH033_HUMAN,C8orf33,UPF0488 protein C8orf33,-0.004801297,20.44624049,-0.113730892,0.911833934,0.997839254,-6.232035317,No Change,
3233,Q9H7Z6,Q9H7Z6,KAT8_HUMAN,KAT8,Histone acetyltransferase KAT8,-0.000789516,20.89161625,-0.011566408,0.991012377,0.999931129,-6.238844733,No Change,
3234,Q9H7Z7,Q9H7Z7,PGES2_HUMAN,PTGES2,Prostaglandin E synthase 2,0.071159323,21.13360624,0.964642975,0.358789628,0.899977478,-5.767343969,No Change,
3235,Q9H814,Q9H814,PHAX_HUMAN,PHAX,Phosphorylated adapter RNA export protein,0.0030705,21.00002655,0.09539778,0.925993905,0.997839254,-6.234073785,No Change,
3236,Q9H832,Q9H832,UBE2Z_HUMAN,UBE2Z,Ubiquitin-conjugating enzyme E2 Z,0.05975374,23.53832475,1.948643392,0.081654111,0.69396713,-4.552013914,No Change,
3237,Q9H840,Q9H840,GEMI7_HUMAN,GEMIN7,Gem-associated protein 7,-0.135826055,20.90659447,-2.591365597,0.028092919,0.604458593,-3.571240237,No Change,
3238,Q9H857,Q9H857,NT5D2_HUMAN,NT5DC2,5'-nucleotidase domain-containing protein 2,0.701811585,21.40172501,10.09840197,2.29E-06,0.001763191,4.875016987,UP,NT5DC2
3239,Q9H871,Q9H871,RMD5A_HUMAN,RMND5A,E3 ubiquitin-protein transferase RMND5A,0.055139102,20.31663498,0.990414256,0.34668366,0.891647976,-5.743080976,No Change,
3240,Q9H875,Q9H875,PKRI1_HUMAN,PRKRIP1,PRKR-interacting protein 1,-0.111498234,19.96043307,-1.246226475,0.24272703,0.828510248,-5.475826358,No Change,
3241,Q9H8K7,Q9H8K7,PAAT_HUMAN,PAAT,ATPase PAAT,0.02525589,17.76775366,0.235663419,0.818728608,0.997839254,-6.209441755,No Change,
3242,Q9H8M7,Q9H8M7,MINY3_HUMAN,MINDY3,Ubiquitin carboxyl-terminal hydrolase MINDY-3,0.073479247,22.47755846,2.737294386,0.022004862,0.572423785,-3.341481808,No Change,
3243,Q9H8U3,Q9H8U3,ZFAN3_HUMAN,ZFAND3,AN1-type zinc finger protein 3,-0.075549405,20.50854155,-1.321685166,0.217413306,0.816855133,-5.388593384,No Change,
3244,Q9H8W4,Q9H8W4,PKHF2_HUMAN,PLEKHF2,Pleckstrin homology domain-containing family F member 2,0.01269818,22.70275968,0.387228315,0.707175283,0.991575893,-6.159746376,No Change,
3245,Q9H900,Q9H900,ZWILC_HUMAN,ZWILCH,Protein zwilch homolog,-0.001945499,20.81960314,-0.025671122,0.980054306,0.999039915,-6.238565153,No Change,
3246,Q9H910,Q9H910,JUPI2_HUMAN,JPT2,Jupiter microtubule associated homolog 2,-0.05308595,25.91054219,-0.872781487,0.404440796,0.916822821,-5.849528905,No Change,
3247,Q9H944,Q9H944,MED20_HUMAN,MED20,Mediator of RNA polymerase II transcription subunit 20,-0.010583129,22.70814891,-0.271825323,0.791609568,0.996485993,-6.199741596,No Change,
3248,Q9H974,Q9H974,QTRT2_HUMAN,QTRT2,Queuine tRNA-ribosyltransferase accessory subunit 2,0.027961677,22.91063372,0.702479181,0.499339216,0.945139572,-5.983108893,No Change,
3249,Q9H977,Q9H977,WDR54_HUMAN,WDR54,WD repeat-containing protein 54,-0.157885103,18.38746381,-1.449845104,0.179506311,0.786731259,-5.232709972,No Change,
3250,Q9H993,Q9H993,ARMT1_HUMAN,ARMT1,Damage-control phosphatase ARMT1,0.009892321,23.20818505,0.391035234,0.704452871,0.990855583,-6.158195035,No Change,
3251,Q9H9A6,Q9H9A6,LRC40_HUMAN,LRRC40,Leucine-rich repeat-containing protein 40,0.142168913,21.97789771,1.468207236,0.174570206,0.78348185,-5.209630995,No Change,
3252,Q9H9B1,Q9H9B1,EHMT1_HUMAN,EHMT1,Histone-lysine N-methyltransferase EHMT1,0.069623461,18.64973084,1.413658298,0.189588007,0.795932658,-5.277661651,No Change,
3253,Q9H9H4,Q9H9H4,VP37B_HUMAN,VPS37B,Vacuolar protein sorting-associated protein 37B,0.045327465,22.45722614,0.718476355,0.489868043,0.942610067,-5.971645692,No Change,
3254,Q9H9J2,Q9H9J2,RM44_HUMAN,MRPL44,Large ribosomal subunit protein mL44,-0.00828276,21.91947317,-0.198907619,0.846554398,0.997839254,-6.21790043,No Change,
3255,Q9H9L3,Q9H9L3,I20L2_HUMAN,ISG20L2,Interferon-stimulated 20 kDa exonuclease-like 2,0.044113689,20.0871559,0.689745809,0.506958523,0.947245835,-5.992067783,No Change,
3256,Q9H9P8,Q9H9P8,L2HDH_HUMAN,L2HGDH,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",-0.035739915,20.67452871,-0.965216123,0.358517062,0.899977478,-5.766810003,No Change,
3257,Q9H9Q2,Q9H9Q2,CSN7B_HUMAN,COPS7B,COP9 signalosome complex subunit 7b,-0.10133213,23.43358865,-2.337377044,0.042960443,0.655200991,-3.966989797,No Change,
3258,Q9H9Q4,Q9H9Q4,NHEJ1_HUMAN,NHEJ1,Non-homologous end-joining factor 1,-0.047168128,19.86739163,-0.614091798,0.553667866,0.955287478,-6.042222803,No Change,
3259,Q9H9S4,Q9H9S4,CB39L_HUMAN,CAB39L,Calcium-binding protein 39-like,0.007874322,22.31096489,0.253926271,0.804998504,0.996485993,-6.204713236,No Change,
3260,Q9H9T3,Q9H9T3,ELP3_HUMAN,ELP3,Elongator complex protein 3,-0.035711861,22.13211276,-0.413420863,0.688534682,0.987284366,-6.148776442,No Change,
3261,Q9H9V9,Q9H9V9,JMJD4_HUMAN,JMJD4,2-oxoglutarate and iron-dependent oxygenase JMJD4,-0.011139141,18.91500676,-0.21515805,0.834222027,0.997839254,-6.21433535,No Change,
3262,Q9H9Y4,Q9H9Y4,GPN2_HUMAN,GPN2,GPN-loop GTPase 2,0.011335152,20.64359424,0.294879448,0.774470151,0.995285844,-6.192847738,No Change,
3263,Q9H9Y6,Q9H9Y6,RPA2_HUMAN,POLR1B,DNA-directed RNA polymerase I subunit RPA2,0.135480542,17.82043597,1.54530899,0.155112929,0.754021182,-5.110827188,No Change,
3264,Q9HA47,Q9HA47,UCK1_HUMAN,UCK1,Uridine-cytidine kinase 1,-0.080352048,19.94857361,-1.659691648,0.129780534,0.719074063,-4.958993752,No Change,
3265,Q9HA64,Q9HA64,KT3K_HUMAN,FN3KRP,Ketosamine-3-kinase,-0.040764153,23.56165485,-0.973265937,0.354704921,0.895481436,-5.759283304,No Change,
3266,Q9HA77,Q9HA77,SYCM_HUMAN,CARS2,"Probable cysteine--tRNA ligase, mitochondrial",-0.013855299,21.00995906,-0.421273578,0.682988076,0.986814215,-6.145352824,No Change,
3267,Q9HAB8,Q9HAB8,PPCS_HUMAN,PPCS,Phosphopantothenate--cysteine ligase,0.263518768,20.72558594,6.400554935,0.000101431,0.039051076,1.720581661,No Change,
3268,Q9HAD4,Q9HAD4,WDR41_HUMAN,WDR41,WD repeat-containing protein 41,0.00017626,18.4232312,0.002603677,0.997976778,1,-6.238912339,No Change,
3269,Q9HAS0,Q9HAS0,NJMU_HUMAN,C17orf75,Protein Njmu-R1,0.027316938,18.44972127,0.192079479,0.851749558,0.997839254,-6.219315649,No Change,
3270,Q9HAT2,Q9HAT2,SIAE_HUMAN,SIAE,Sialate O-acetylesterase,0.081093489,20.11223894,1.85071484,0.095707878,0.696294375,-4.693255224,No Change,
3271,Q9HAV4,Q9HAV4,XPO5_HUMAN,XPO5,Exportin-5,0.026347457,23.43184409,0.351683866,0.732800196,0.991575893,-6.17352035,No Change,
3272,Q9HAV7,Q9HAV7,GRPE1_HUMAN,GRPEL1,"GrpE protein homolog 1, mitochondrial",-0.003405035,24.18695657,-0.046134683,0.964164436,0.999039915,-6.237783067,No Change,
3273,Q9HAW4,Q9HAW4,CLSPN_HUMAN,CLSPN,Claspin,-0.054739901,18.78431682,-0.872853635,0.404403407,0.916822821,-5.849467055,No Change,
3274,Q9HB40,Q9HB40,RISC_HUMAN,SCPEP1,Retinoid-inducible serine carboxypeptidase,-0.07144773,20.53208737,-1.499950123,0.166315145,0.767571641,-5.16931814,No Change,
3275,Q9HB71,Q9HB71,CYBP_HUMAN,CACYBP,Calcyclin-binding protein,-0.009630938,27.7579002,-0.3196214,0.75621768,0.992310181,-6.184837517,No Change,
3276,Q9HB90,Q9HB90,RRAGC_HUMAN,RRAGC,Ras-related GTP-binding protein C,-0.021736708,19.06663339,-0.337451933,0.743160737,0.991575893,-6.178673976,No Change,
3277,Q9HBH1,Q9HBH1,DEFM_HUMAN,PDF,"Peptide deformylase, mitochondrial",-0.019466099,21.6374788,-0.583467128,0.573256728,0.959864356,-6.061004256,No Change,
3278,Q9HBL8,Q9HBL8,NMRL1_HUMAN,NMRAL1,NmrA-like family domain-containing protein 1,0.076086062,21.47323866,1.745599125,0.113276834,0.705077068,-4.841224467,No Change,
3279,Q9HBM1,Q9HBM1,SPC25_HUMAN,SPC25,Kinetochore protein Spc25,-0.006634026,23.20453094,-0.159675609,0.876501955,0.997839254,-6.225362517,No Change,
3280,Q9HBU6,Q9HBU6,EKI1_HUMAN,ETNK1,Ethanolamine kinase 1,0.034714459,22.47287243,0.869584091,0.406100166,0.916822821,-5.852265569,No Change,
3281,Q9HC35,Q9HC35,EMAL4_HUMAN,EML4,Echinoderm microtubule-associated protein-like 4,-0.024302006,21.2994135,-0.760734123,0.465397143,0.940072927,-5.940263071,No Change,
3282,Q9HC36,Q9HC36,MRM3_HUMAN,MRM3,"rRNA methyltransferase 3, mitochondrial",-0.082635261,18.8446875,-1.339064402,0.211906185,0.814616529,-5.368009138,No Change,
3283,Q9HC38,Q9HC38,GLOD4_HUMAN,GLOD4,Glyoxalase domain-containing protein 4,0.085142008,25.00614385,0.309351616,0.763775358,0.992329784,-6.18823905,No Change,
3284,Q9HCC0,Q9HCC0,MCCB_HUMAN,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",0.050170117,23.28149852,1.631200732,0.13571692,0.722940529,-4.99736699,No Change,
3285,Q9HCE5,Q9HCE5,MET14_HUMAN,METTL14,N6-adenosine-methyltransferase non-catalytic subunit,-0.009493884,20.31152143,-0.263340983,0.797947438,0.996485993,-6.202139768,No Change,
3286,Q9HCK4,Q9HCK4,ROBO2_HUMAN,ROBO2,Roundabout homolog 2,0.115223859,18.44233126,1.313659084,0.219996793,0.821262706,-5.398038471,No Change,
3287,Q9HCN4,Q9HCN4,GPN1_HUMAN,GPN1,GPN-loop GTPase 1,0.024663309,22.55874225,0.574232349,0.579238225,0.959864356,-6.066493021,No Change,
3288,Q9HCN8,Q9HCN8,SDF2L_HUMAN,SDF2L1,Stromal cell-derived factor 2-like protein 1,0.011061729,21.30665559,0.284922973,0.78185713,0.996169381,-6.195892615,No Change,
3289,Q9HD15,Q9HD15,SRA1_HUMAN,SRA1,Steroid receptor RNA activator 1,-0.032970496,23.51625629,-1.051392685,0.319253452,0.87189994,-5.68364411,No Change,
3290,Q9HD33,Q9HD33,RM47_HUMAN,MRPL47,Large ribosomal subunit protein uL29m,-0.068769443,20.85772495,-1.421650597,0.187320392,0.795932658,-5.267795014,No Change,
3291,Q9HD34,Q9HD34,LYRM4_HUMAN,LYRM4,LYR motif-containing protein 4,-0.034438525,20.48324088,-0.499018371,0.629191437,0.976213155,-6.1081386,No Change,
3292,Q9HD40,Q9HD40,SPCS_HUMAN,SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase,0.040666686,22.94555984,0.720975831,0.488398447,0.942610067,-5.969833806,No Change,
3293,Q9HD42,Q9HD42,CHM1A_HUMAN,CHMP1A,Charged multivesicular body protein 1a,0.040206804,23.4829169,1.165979213,0.272242673,0.85016485,-5.564586926,No Change,
3294,Q9HD47,Q9HD47,MOG1_HUMAN,RANGRF,Ran guanine nucleotide release factor,0.09356907,20.44776168,3.652208207,0.004893933,0.471041069,-1.909484622,No Change,
3295,Q9NNW5,Q9NNW5,WDR6_HUMAN,WDR6,tRNA (34-2'-O)-methyltransferase regulator WDR6,-0.064362857,20.39978816,-0.817986013,0.433531202,0.921715369,-5.895243032,No Change,
3296,Q9NNW7,Q9NNW7,TRXR2_HUMAN,TXNRD2,"Thioredoxin reductase 2, mitochondrial",-0.00570697,22.9200259,-0.070533911,0.945240816,0.997839254,-6.236268319,No Change,
3297,Q9NP61,Q9NP61,ARFG3_HUMAN,ARFGAP3,ADP-ribosylation factor GTPase-activating protein 3,0.116662243,19.68548182,3.002359605,0.014143823,0.544897433,-2.922824561,No Change,
3298,Q9NP72,Q9NP72,RAB18_HUMAN,RAB18,Ras-related protein Rab-18,0.038596084,20.8504554,0.83873354,0.422353634,0.921715369,-5.878231927,No Change,
3299,Q9NP73,Q9NP73,ALG13_HUMAN,ALG13,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,-0.032683037,20.41066769,-0.843083158,0.420035447,0.921715369,-5.874619346,No Change,
3300,Q9NP74,Q9NP74,PALMD_HUMAN,PALMD,Palmdelphin,-0.032597008,22.46588988,-0.958239319,0.361845271,0.902707554,-5.773292289,No Change,
3301,Q9NP77,Q9NP77,SSU72_HUMAN,SSU72,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,0.027542562,21.90127355,0.591806572,0.567884621,0.958507581,-6.055977872,No Change,
3302,Q9NP79,Q9NP79,VTA1_HUMAN,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,-0.013820874,23.18938189,-0.369885975,0.719631981,0.991575893,-6.166627423,No Change,
3303,Q9NP81,Q9NP81,SYSM_HUMAN,SARS2,"Serine--tRNA ligase, mitochondrial",-0.003504599,25.11657884,-0.083499898,0.935198469,0.997839254,-6.235205849,No Change,
3304,Q9NP92,Q9NP92,RT30_HUMAN,MRPS30,Large ribosomal subunit protein mL65,-0.106321162,21.038693,-1.982663208,0.077244049,0.692420786,-4.502260948,No Change,
3305,Q9NP97,Q8TF09;Q9NP97,DLRB1_HUMAN,DYNLRB1,Dynein light chain roadblock-type 1,-0.052593617,23.05091962,-1.441890364,0.181681936,0.790028641,-5.242652337,No Change,
3306,Q9NPA8,Q9NPA8,ENY2_HUMAN,ENY2,Transcription and mRNA export factor ENY2,-0.015984077,22.6354094,-0.42943036,0.677247756,0.986814215,-6.141731071,No Change,
3307,Q9NPD3,Q9NPD3,EXOS4_HUMAN,EXOSC4,Exosome complex component RRP41,0.043906324,22.86547171,0.897493048,0.391775796,0.914143524,-5.828093285,No Change,
3308,Q9NPD8,Q9NPD8,UBE2T_HUMAN,UBE2T,Ubiquitin-conjugating enzyme E2 T,-0.056715609,22.84360517,-1.173656884,0.269299685,0.85016485,-5.556280655,No Change,
3309,Q9NPF4,Q9NPF4,OSGEP_HUMAN,OSGEP,tRNA N6-adenosine threonylcarbamoyltransferase,-0.010882627,24.27249113,-0.407396047,0.692803487,0.989462268,-6.151361068,No Change,
3310,Q9NPF5,Q9NPF5,DMAP1_HUMAN,DMAP1,DNA methyltransferase 1-associated protein 1,0.050751203,17.74331294,1.682413285,0.125215389,0.713522757,-4.928140601,No Change,
3311,Q9NPH0,Q9NPH0,PPA6_HUMAN,ACP6,Lysophosphatidic acid phosphatase type 6,-0.14964927,18.49243312,-0.645168019,0.534186678,0.953904783,-6.02226272,No Change,
3312,Q9NPH2,Q9NPH2,INO1_HUMAN,ISYNA1,Inositol-3-phosphate synthase 1,0.005976492,27.42265233,0.133679777,0.89646316,0.997839254,-6.229412413,No Change,
3313,Q9NPI6,Q9NPI6,DCP1A_HUMAN,DCP1A,mRNA-decapping enzyme 1A,0.040586806,18.88445519,0.499934749,0.628570001,0.976213155,-6.107664315,No Change,
3314,Q9NPJ3,Q9NPJ3,ACO13_HUMAN,ACOT13,Acyl-coenzyme A thioesterase 13,-0.028120364,25.13062605,-0.818741875,0.433120513,0.921715369,-5.894629728,No Change,
3315,Q9NPJ6,Q9NPJ6,MED4_HUMAN,MED4,Mediator of RNA polymerase II transcription subunit 4,0.013156218,19.4068607,0.179249027,0.861531666,0.997839254,-6.221842244,No Change,
3316,Q9NPR2,Q9NPR2,SEM4B_HUMAN,SEMA4B,Semaphorin-4B,-0.07165701,23.33689566,-0.941314305,0.3700127,0.906785063,-5.788857871,No Change,
3317,Q9NQ29,Q9NQ29,LUC7L_HUMAN,LUC7L,Putative RNA-binding protein Luc7-like 1,0.017189012,22.102172,0.428749483,0.677726094,0.986814215,-6.142035944,No Change,
